satisfaction,sex,customer_type,age,travel_type,class,flight_distance,seat_comfort,time_convenience,food_drink,gate_location,inflight_wifi,inflight_entertainment,online_support,ease_booking,onboard_service,leg_room,baggage_handling,checkin_service,cleanliness,online_boarding,departure_delay,arrival_delay
dissatisfied,Male,loyal,65,Personal ,Eco,1690,4,2,4,3,5,4,5,5,4,2,4,1,3,5,0,0
dissatisfied,Female,loyal,27,Personal ,Eco,2682,4,5,4,1,5,4,5,5,4,2,1,1,3,5,1,6
satisfied,Female,loyal,55,Business ,Business,243,2,2,2,2,2,4,5,5,5,5,5,3,5,5,1,15
satisfied,Female,loyal,51,Personal ,Eco,468,5,1,1,1,5,5,5,5,3,4,5,3,1,5,0,0
dissatisfied,Male,loyal,59,Business ,Business,3194,1,1,1,1,1,4,3,1,1,1,1,4,1,2,3,5
satisfied,Male,loyal,64,Personal ,Eco,2004,4,4,0,2,5,0,5,5,5,2,1,5,3,5,2,0
satisfied,Female,loyal,37,Personal ,Eco,2709,0,4,0,3,4,5,4,2,2,2,2,4,2,3,0,0
dissatisfied,Male,loyal,69,Personal ,Eco,3498,2,4,2,4,1,2,2,1,5,4,2,4,4,1,31,0
dissatisfied,Male,loyal,68,Personal ,Eco,2338,4,5,4,5,1,4,1,1,4,3,5,5,4,1,0,0
satisfied,Male,loyal,29,Business ,Business,1189,3,3,2,3,4,4,4,4,4,2,4,5,5,4,0,12
satisfied,Male,loyal,21,Business ,Business,3294,2,2,2,2,4,5,4,4,4,4,4,4,5,4,64,46
satisfied,Female,loyal,52,Business ,Business,2696,5,3,5,5,4,1,2,5,5,4,5,5,5,1,0,0
satisfied,Male,loyal,58,Business ,Eco Plus,1727,5,4,2,4,5,5,5,5,3,2,2,1,2,5,60,45
dissatisfied,Female,disloyal,24,Business ,Eco,2172,3,0,3,3,2,3,2,2,4,4,1,5,1,2,96,102
satisfied,Female,loyal,45,Business ,Business,1964,4,4,5,4,2,5,5,4,4,4,4,5,4,4,0,0
dissatisfied,Male,disloyal,25,Business ,Business,2115,2,0,3,4,1,3,1,1,3,5,5,5,5,1,0,0
dissatisfied,Female,loyal,29,Business ,Business,3333,1,5,5,5,1,1,1,1,2,3,2,4,2,1,6,21
satisfied,Female,loyal,49,Personal ,Eco,697,2,2,2,2,4,4,4,3,3,3,3,4,3,4,6,0
dissatisfied,Male,disloyal,24,Business ,Eco,1666,2,0,2,4,5,2,5,5,3,2,5,3,5,5,0,0
satisfied,Female,loyal,57,Business ,Business,1097,2,2,2,2,3,5,4,3,3,3,3,3,3,3,0,0
satisfied,Female,loyal,10,Personal ,Eco,1653,5,5,5,5,5,5,5,5,4,3,5,3,4,5,0,0
dissatisfied,Male,disloyal,50,Business ,Business,2922,2,2,2,1,5,2,5,5,4,3,3,3,5,5,29,22
dissatisfied,Male,loyal,51,Personal ,Eco Plus,1999,2,4,2,4,5,2,5,5,4,3,4,1,4,5,12,6
satisfied,Female,loyal,35,Business ,Business,2905,0,4,0,4,2,4,5,3,3,3,3,3,3,4,0,0
satisfied,Male,loyal,52,Business ,Business,593,4,4,4,4,4,5,5,4,4,5,4,3,4,4,0,0
satisfied,Male,loyal,46,Business ,Business,2185,4,4,1,4,4,3,4,5,5,5,5,3,5,4,0,2
satisfied,Female,loyal,32,Personal ,Eco,1295,5,4,0,3,1,0,1,1,5,5,5,3,5,1,0,2
satisfied,Female,loyal,35,Business ,Business,1586,1,1,1,1,2,5,4,4,4,4,4,4,4,3,31,42
dissatisfied,Male,loyal,21,Personal ,Business,2062,2,5,2,1,1,2,1,1,3,3,5,3,5,1,0,0
satisfied,Male,loyal,41,Business ,Business,2371,1,1,1,1,5,5,5,4,4,4,4,4,4,4,0,0
satisfied,Female,loyal,15,Personal ,Eco,1247,4,4,1,4,4,4,4,4,3,3,3,1,1,4,0,0
satisfied,Male,loyal,40,Business ,Business,1901,4,4,4,4,3,1,4,4,4,4,4,2,4,1,14,3
satisfied,Male,loyal,39,Business ,Business,1867,5,3,5,5,3,5,4,5,5,5,5,5,5,4,0,0
satisfied,Female,loyal,25,Business ,Business,3394,4,4,4,4,4,4,5,4,3,2,4,4,4,4,32,18
dissatisfied,Male,disloyal,27,Business ,Eco,2223,3,3,3,3,3,3,3,4,5,4,4,3,2,3,157,147
dissatisfied,Male,loyal,52,Personal ,Eco Plus,1456,2,4,5,3,4,5,4,4,4,4,5,5,4,4,0,0
dissatisfied,Male,loyal,26,Personal ,Business,2250,3,5,2,4,2,2,5,2,5,5,4,5,5,2,39,49
satisfied,Male,loyal,16,Business ,Business,3936,2,2,5,2,5,5,5,5,4,3,5,5,5,5,0,3
satisfied,Female,loyal,27,Personal ,Eco,1553,5,3,5,5,2,4,5,5,5,5,4,4,5,3,0,0
satisfied,Male,disloyal,26,Business ,Business,1989,4,4,4,1,3,4,3,3,4,4,4,3,5,3,0,0
satisfied,Female,loyal,17,Personal ,Eco,1221,4,4,4,4,3,4,4,5,5,5,5,3,5,3,0,0
dissatisfied,Male,loyal,36,Personal ,Eco,2161,1,4,2,4,4,2,3,4,2,1,4,3,4,4,0,0
dissatisfied,Male,loyal,45,Business ,Eco,1925,3,2,2,2,3,3,3,1,3,1,3,3,1,3,189,182
satisfied,Female,loyal,46,Personal ,Business,404,5,5,5,5,2,4,5,5,5,5,5,4,5,3,50,53
satisfied,Male,loyal,51,Business ,Business,265,1,1,1,1,5,4,5,5,5,5,5,3,5,3,0,3
satisfied,Male,disloyal,22,Business ,Eco,1908,5,0,5,4,4,5,4,4,5,2,4,4,5,4,0,0
satisfied,Female,loyal,66,Personal ,Eco,608,1,1,1,1,4,4,4,4,5,5,5,4,4,4,0,7
dissatisfied,Male,loyal,58,Personal ,Eco,1785,1,2,1,4,1,1,1,1,4,3,3,2,4,1,3,7
dissatisfied,Male,loyal,39,Personal ,Eco,1154,3,5,0,1,2,0,1,2,4,2,4,4,5,2,0,4
dissatisfied,Female,loyal,38,Business ,Eco,1916,3,3,3,3,3,3,3,3,1,1,4,1,3,3,9,9
satisfied,Female,loyal,33,Personal ,Eco,2203,2,2,2,2,5,5,5,5,3,5,5,4,4,5,0,0
satisfied,Female,loyal,54,Business ,Business,1646,1,1,1,1,3,5,4,4,4,4,4,5,4,3,0,7
dissatisfied,Female,disloyal,22,Business ,Eco,1955,2,2,2,3,1,2,1,1,4,4,4,3,3,1,0,0
dissatisfied,Male,disloyal,33,Business ,Eco,2251,2,2,2,4,1,2,1,1,4,2,5,1,5,1,0,0
satisfied,Female,loyal,65,Personal ,Eco,268,5,5,5,5,5,4,4,3,3,3,3,4,3,4,0,0
satisfied,Male,loyal,62,Business ,Business,1268,3,3,3,3,4,5,5,5,5,5,5,4,5,4,47,34
dissatisfied,Male,loyal,7,Personal ,Eco Plus,1785,2,3,2,3,1,2,1,1,2,4,3,2,4,1,0,0
dissatisfied,Female,loyal,15,Personal ,Eco,3131,3,5,3,4,5,3,5,5,3,3,5,5,5,5,7,0
satisfied,Male,loyal,33,Business ,Business,4219,3,3,4,3,4,4,4,4,3,4,5,4,5,4,37,43
dissatisfied,Male,loyal,11,Personal ,Eco,2242,2,5,2,3,4,2,4,4,5,4,4,4,5,4,0,10
satisfied,Female,loyal,26,Personal ,Eco,1199,4,5,4,4,5,5,5,3,5,4,5,5,3,5,55,50
satisfied,Male,loyal,22,Business ,Business,2035,4,4,4,4,4,4,4,4,3,3,5,5,5,4,15,10
dissatisfied,Male,loyal,64,Personal ,Eco,2303,4,4,4,2,4,4,4,4,3,2,5,5,4,4,12,5
satisfied,Female,loyal,43,Business ,Business,2174,5,2,5,5,3,4,5,3,3,3,3,5,3,4,0,0
dissatisfied,Male,loyal,24,Personal ,Eco,1444,3,5,3,4,3,3,3,3,5,2,5,4,5,3,53,30
dissatisfied,Male,loyal,39,Business ,Business,874,3,3,3,3,3,2,3,3,3,3,3,4,3,3,6,0
dissatisfied,Female,loyal,57,Business ,Eco,436,3,2,2,2,4,1,2,3,3,3,3,4,3,2,1,0
dissatisfied,Female,loyal,60,Business ,Eco,812,1,3,3,3,4,3,4,2,2,1,2,4,2,4,67,63
dissatisfied,Female,loyal,28,Personal ,Eco,3116,4,4,4,1,2,4,2,2,4,4,3,5,4,2,2,3
dissatisfied,Male,disloyal,7,Business ,Eco,2103,3,3,3,3,4,3,4,4,3,2,4,2,4,4,0,9
dissatisfied,Male,loyal,71,Business ,Business,443,2,3,3,3,3,2,3,2,2,2,2,3,2,3,12,23
satisfied,Female,loyal,43,Business ,Business,3983,3,3,3,3,2,4,5,4,4,4,4,3,4,5,0,0
satisfied,Female,loyal,30,Business ,Business,4729,3,3,3,3,4,5,4,4,4,5,5,4,4,4,9,14
dissatisfied,Male,disloyal,39,Business ,Eco,2191,4,1,4,4,5,4,5,5,1,5,4,2,3,5,0,8
dissatisfied,Male,loyal,52,Personal ,Eco,2414,2,5,2,2,5,2,5,5,3,3,4,4,5,5,89,97
satisfied,Male,loyal,56,Business ,Business,419,5,5,5,5,2,4,4,3,3,4,3,3,3,4,48,42
satisfied,Male,disloyal,9,Business ,Business,1543,5,0,5,2,4,5,4,4,5,5,4,4,5,4,0,0
satisfied,Female,loyal,12,Business ,Business,1706,5,5,5,5,2,2,2,2,5,2,4,3,4,2,13,24
satisfied,Female,loyal,56,Business ,Business,1093,3,1,3,3,5,5,5,4,4,4,4,5,4,4,0,0
satisfied,Male,loyal,48,Business ,Business,1644,1,1,1,1,4,5,5,4,4,4,4,5,4,5,14,9
satisfied,Female,loyal,46,Business ,Business,406,1,1,1,1,5,5,5,5,5,4,5,3,5,5,36,41
dissatisfied,Female,disloyal,37,Business ,Eco,2298,4,2,4,3,1,4,1,1,3,2,3,4,3,1,0,1
satisfied,Male,loyal,37,Business ,Business,2948,1,1,1,1,4,5,4,4,4,4,4,2,4,5,0,0
dissatisfied,Male,loyal,79,Business ,Eco,2419,4,3,3,3,4,4,4,1,3,2,3,4,1,4,136,125
dissatisfied,Female,disloyal,47,Business ,Eco Plus,2052,2,2,2,4,2,2,2,2,2,4,4,1,3,2,0,0
dissatisfied,Female,loyal,33,Business ,Business,4023,4,3,3,3,4,4,4,1,4,2,3,4,4,4,146,129
satisfied,Male,loyal,34,Business ,Business,793,4,4,5,4,3,1,3,5,5,5,5,1,5,5,0,0
satisfied,Female,loyal,48,Personal ,Eco,725,4,4,4,4,5,5,5,4,4,4,4,5,4,3,0,10
satisfied,Female,loyal,23,Business ,Business,3100,5,5,5,5,3,3,3,3,4,5,5,5,5,3,86,93
satisfied,Male,loyal,58,Business ,Business,1937,3,3,3,3,4,5,5,5,5,5,5,3,5,4,0,0
satisfied,Female,loyal,46,Business ,Business,1878,1,1,1,1,2,5,4,5,5,5,5,3,5,3,2,9
satisfied,Female,loyal,62,Personal ,Eco,966,3,3,2,3,2,5,5,3,3,3,3,3,3,4,55,48
satisfied,Male,loyal,51,Business ,Business,3482,3,3,3,3,5,5,4,3,3,3,3,4,3,5,0,0
dissatisfied,Male,disloyal,50,Business ,Eco,1519,3,1,3,3,1,3,1,1,4,5,3,3,3,1,30,45
satisfied,Female,loyal,50,Business ,Business,946,1,1,1,1,4,4,1,5,5,5,5,5,5,1,11,0
satisfied,Male,loyal,55,Business ,Business,2185,4,1,4,4,2,5,4,3,3,3,3,3,3,3,8,4
dissatisfied,Male,disloyal,57,Business ,Eco,2069,1,1,1,3,3,1,3,3,2,1,2,4,2,3,2,30
satisfied,Male,loyal,45,Personal ,Eco,1554,4,1,4,4,2,4,2,2,3,3,4,3,4,2,0,0
satisfied,Male,loyal,37,Business ,Business,1000,3,3,3,3,5,5,4,4,4,5,4,3,4,3,0,0
dissatisfied,Female,disloyal,27,Business ,Eco Plus,1526,3,3,3,4,5,3,3,5,1,3,4,2,4,5,0,0
satisfied,Female,loyal,9,Personal ,Eco,1815,5,5,5,5,5,5,5,5,5,5,1,2,2,5,0,0
dissatisfied,Male,disloyal,38,Business ,Business,1721,2,2,2,2,1,2,1,1,3,3,5,5,5,1,63,61
dissatisfied,Male,loyal,47,Personal ,Eco,2266,3,1,3,4,3,1,1,1,5,4,3,1,2,1,113,141
satisfied,Female,loyal,50,Business ,Business,3436,1,5,1,1,4,5,5,4,2,5,4,5,4,5,170,164
satisfied,Female,loyal,50,Personal ,Eco,586,5,5,5,5,4,4,5,4,4,4,4,3,4,3,3,0
dissatisfied,Female,loyal,57,Personal ,Eco Plus,1947,3,5,3,5,4,4,4,2,2,3,2,5,2,3,0,1
satisfied,Female,loyal,52,Business ,Business,1876,2,2,2,2,5,3,4,3,3,4,3,3,3,3,0,0
satisfied,Female,loyal,59,Business ,Business,343,2,2,2,2,4,5,4,5,5,5,5,3,5,3,80,69
dissatisfied,Female,disloyal,26,Business ,Business,1773,3,5,3,2,5,3,4,5,4,4,5,3,5,5,70,75
satisfied,Female,disloyal,39,Business ,Business,1517,4,4,4,3,1,4,1,1,3,3,4,4,5,1,0,8
satisfied,Male,loyal,40,Personal ,Eco,1498,5,5,5,4,3,5,3,3,3,2,5,4,4,3,0,0
dissatisfied,Female,loyal,38,Personal ,Eco,2257,4,1,4,3,1,4,1,1,4,2,3,4,3,1,18,0
satisfied,Male,loyal,30,Business ,Business,1432,1,1,1,1,5,5,5,5,5,2,3,2,5,5,44,26
satisfied,Female,loyal,65,Personal ,Eco,2093,5,5,5,5,4,2,1,4,4,4,3,1,4,2,1,0
satisfied,Female,loyal,54,Personal ,Eco,77,5,5,5,5,4,5,4,4,4,4,4,2,4,5,0,0
satisfied,Male,loyal,47,Business ,Business,3434,3,3,3,3,3,2,5,5,5,5,5,5,5,4,0,0
satisfied,Female,loyal,61,Business ,Eco,251,4,4,4,4,3,5,1,4,4,4,4,2,4,2,0,0
dissatisfied,Male,loyal,27,Business ,Eco,2096,3,3,2,3,3,3,3,3,4,3,4,2,4,3,42,34
dissatisfied,Female,disloyal,38,Business ,Eco,1725,3,5,3,2,4,3,4,4,3,1,5,2,2,4,0,0
dissatisfied,Female,disloyal,10,Business ,Eco,2132,3,2,2,3,3,2,2,4,3,3,4,2,3,2,0,49
dissatisfied,Female,disloyal,12,Business ,Eco,2500,3,3,3,3,3,3,3,3,4,3,5,4,4,3,0,0
dissatisfied,Male,loyal,19,Personal ,Eco,2032,2,1,2,2,4,2,4,4,1,4,2,1,3,4,0,0
dissatisfied,Female,disloyal,20,Business ,Eco,2183,2,2,2,4,5,2,5,5,1,2,4,3,4,5,0,0
satisfied,Female,loyal,51,Business ,Business,3679,4,4,4,4,3,1,2,5,5,5,5,2,5,1,0,10
dissatisfied,Female,loyal,41,Business ,Eco,2629,1,3,3,3,1,1,1,1,4,4,3,2,4,1,64,129
dissatisfied,Female,loyal,39,Business ,Business,2805,2,3,3,3,4,3,4,2,2,2,2,3,2,1,28,30
satisfied,Male,loyal,54,Business ,Business,3751,1,1,1,1,4,4,4,4,2,5,4,4,5,4,235,222
dissatisfied,Female,loyal,41,Personal ,Eco,2384,4,5,4,2,1,4,1,1,5,3,5,3,4,1,20,41
dissatisfied,Male,loyal,30,Personal ,Eco,2157,3,3,3,3,1,3,1,1,5,1,1,4,3,1,0,0
dissatisfied,Female,disloyal,22,Business ,Business,1734,4,3,4,3,1,4,1,1,1,3,4,3,3,1,0,32
satisfied,Female,loyal,47,Business ,Business,1199,5,5,5,5,5,4,5,4,4,4,4,3,4,5,29,16
satisfied,Female,loyal,47,Personal ,Eco,723,1,5,1,1,4,5,5,5,5,5,5,3,5,5,23,29
satisfied,Male,loyal,51,Business ,Business,3207,3,3,3,3,2,5,5,3,3,3,3,3,3,5,0,0
satisfied,Female,loyal,59,Business ,Business,624,1,1,2,1,3,4,5,2,2,2,2,4,2,4,0,0
satisfied,Female,loyal,50,Business ,Eco,1115,2,3,3,3,2,5,2,2,2,2,2,2,2,5,42,24
dissatisfied,Male,loyal,60,Business ,Eco,1704,3,4,4,4,2,3,2,2,3,5,4,4,3,2,29,15
dissatisfied,Male,loyal,55,Personal ,Eco,2807,3,0,3,3,3,2,3,1,3,2,3,3,4,3,127,145
satisfied,Male,loyal,41,Business ,Business,878,2,2,2,2,5,5,5,5,5,5,5,5,5,4,21,16
dissatisfied,Male,loyal,63,Personal ,Business,993,4,5,4,2,5,4,5,5,5,4,5,5,5,4,0,0
satisfied,Female,loyal,53,Personal ,Eco,391,2,2,2,2,3,4,5,4,4,4,4,5,4,3,83,83
dissatisfied,Male,loyal,26,Personal ,Eco,2223,3,2,3,3,3,3,3,3,1,2,2,1,3,3,3,0
dissatisfied,Female,loyal,66,Personal ,Eco,373,4,5,3,4,2,1,3,1,1,3,1,3,1,4,6,0
dissatisfied,Female,loyal,35,Business ,Business,535,3,5,2,2,1,4,3,3,3,4,3,3,3,1,0,1
dissatisfied,Female,disloyal,44,Business ,Eco Plus,1908,3,2,2,4,4,3,4,4,4,1,3,2,4,4,14,17
satisfied,Female,loyal,52,Business ,Business,1936,5,3,5,5,4,4,4,5,5,5,5,5,5,5,0,0
satisfied,Female,loyal,36,Business ,Eco,2627,4,4,4,4,4,4,4,4,2,3,2,3,2,4,0,0
dissatisfied,Male,loyal,8,Personal ,Eco,3159,3,2,3,3,3,3,3,3,3,4,3,2,3,3,22,28
satisfied,Female,loyal,44,Business ,Business,511,3,3,3,3,2,4,5,5,5,5,5,5,5,3,10,0
dissatisfied,Female,disloyal,22,Personal ,Eco,1300,2,5,5,2,2,5,1,2,4,5,2,4,2,2,0,0
satisfied,Female,loyal,67,Personal ,Eco,344,1,1,1,1,2,2,2,5,5,5,5,5,5,5,0,0
dissatisfied,Male,loyal,30,Personal ,Eco,2686,1,5,1,1,1,1,1,1,5,2,4,4,5,1,6,0
dissatisfied,Male,loyal,40,Personal ,Eco,1751,2,4,2,2,3,2,3,3,4,5,4,4,5,3,38,24
satisfied,Male,loyal,51,Business ,Business,2762,3,4,3,3,3,4,4,4,4,4,4,3,4,4,0,0
dissatisfied,Male,loyal,42,Business ,Eco,1898,1,2,2,2,1,1,1,1,2,2,4,4,3,1,0,5
dissatisfied,Male,loyal,31,Personal ,Eco,2115,1,1,2,2,4,2,2,4,4,1,2,2,3,4,0,0
satisfied,Male,loyal,52,Business ,Business,370,5,5,5,5,5,5,5,5,5,5,5,3,5,4,20,18
dissatisfied,Female,loyal,16,Business ,Eco,1960,1,2,2,2,1,1,1,1,2,2,4,4,3,1,0,0
dissatisfied,Male,loyal,30,Business ,Business,4719,3,4,4,4,3,4,3,3,4,1,3,4,4,3,0,0
satisfied,Male,loyal,31,Business ,Business,4475,1,1,1,1,5,5,5,5,4,3,5,5,5,5,2,0
dissatisfied,Female,loyal,52,Business ,Business,2793,4,1,1,1,2,4,4,4,4,3,4,2,4,4,0,0
dissatisfied,Female,disloyal,45,Business ,Eco,2650,1,1,1,4,4,1,4,4,3,5,4,1,3,4,28,7
satisfied,Female,loyal,13,Business ,Eco,3932,5,5,5,5,5,5,4,5,5,1,5,4,2,5,0,0
satisfied,Female,loyal,48,Business ,Business,3819,5,5,5,5,3,5,5,5,5,5,5,3,5,3,0,1
satisfied,Female,loyal,62,Personal ,Eco,329,1,1,1,1,2,5,5,4,4,4,4,3,4,5,59,54
dissatisfied,Male,loyal,23,Personal ,Eco,1564,2,5,2,1,3,2,3,3,2,2,2,5,5,3,0,0
satisfied,Female,loyal,41,Personal ,Eco,2386,1,1,1,1,2,4,5,4,4,5,4,3,4,3,0,0
satisfied,Female,loyal,43,Business ,Business,329,3,3,3,3,5,4,4,5,5,5,5,5,5,3,3,0
satisfied,Female,loyal,44,Personal ,Eco,118,5,1,3,1,4,2,4,5,5,5,5,1,5,3,3,47
satisfied,Female,loyal,41,Business ,Eco Plus,1683,5,5,3,5,5,5,1,5,5,5,5,4,5,4,0,0
satisfied,Female,loyal,57,Business ,Business,3923,4,4,4,4,3,4,5,4,4,4,4,5,4,3,0,18
dissatisfied,Male,loyal,68,Business ,Business,455,4,2,2,2,2,3,4,4,4,4,4,3,4,1,0,0
satisfied,Female,loyal,36,Business ,Business,559,1,1,1,1,4,5,5,5,5,5,5,4,5,3,0,0
dissatisfied,Male,loyal,33,Business ,Business,2980,1,2,2,2,1,1,1,1,1,2,2,1,4,1,103,89
dissatisfied,Male,loyal,38,Business ,Business,2399,3,2,2,2,1,4,4,2,2,2,3,4,2,2,0,0
satisfied,Female,loyal,70,Personal ,Eco,379,4,4,4,4,3,5,4,4,4,4,4,4,4,5,118,107
dissatisfied,Female,disloyal,41,Business ,Eco,2031,2,3,2,3,3,2,3,3,2,5,4,2,3,3,0,0
satisfied,Female,loyal,44,Business ,Business,594,3,3,3,3,3,5,4,5,5,5,5,3,5,3,0,0
satisfied,Female,loyal,40,Business ,Business,1617,3,3,3,3,2,4,5,4,4,4,4,5,4,4,0,4
satisfied,Male,loyal,45,Business ,Business,1008,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0,12
satisfied,Female,loyal,20,Personal ,Eco,1924,2,2,2,2,4,2,5,2,2,2,2,1,2,3,0,11
dissatisfied,Male,disloyal,24,Business ,Eco,2161,2,2,2,3,3,2,3,3,2,4,3,3,4,3,0,2
dissatisfied,Female,loyal,48,Business ,Eco,647,1,1,1,1,2,3,2,1,1,1,1,1,1,3,80,70
satisfied,Female,loyal,63,Personal ,Eco,575,3,3,4,3,4,5,4,4,4,4,4,3,4,4,39,32
satisfied,Female,loyal,46,Business ,Business,3083,3,3,3,3,4,5,4,4,4,4,4,3,4,4,0,0
satisfied,Male,loyal,46,Business ,Business,2266,5,5,5,5,5,3,4,5,5,5,5,5,5,4,6,0
dissatisfied,Female,loyal,35,Business ,Business,3087,1,5,5,5,1,3,3,5,5,4,1,2,5,2,38,16
satisfied,Female,loyal,52,Business ,Business,3138,0,0,0,1,2,4,4,5,5,2,2,4,5,4,15,18
satisfied,Male,loyal,36,Business ,Business,410,3,3,3,3,5,5,5,4,4,5,4,5,4,4,0,0
satisfied,Female,loyal,33,Business ,Business,441,1,1,1,1,2,4,4,5,5,5,5,4,5,4,0,0
dissatisfied,Male,loyal,34,Business ,Business,355,3,4,4,4,1,4,3,3,3,3,3,4,3,2,0,0
dissatisfied,Male,loyal,31,Personal ,Eco,2986,4,4,4,3,3,4,5,3,4,5,4,4,4,3,0,0
satisfied,Male,loyal,38,Business ,Business,1004,5,5,5,5,2,2,5,4,4,4,4,4,4,5,0,0
satisfied,Female,loyal,10,Personal ,Eco,2389,5,3,4,3,2,4,2,5,5,5,5,2,5,4,2,0
dissatisfied,Female,loyal,26,Business ,Business,1573,3,2,2,2,3,3,3,3,2,3,3,1,4,3,0,0
dissatisfied,Male,disloyal,27,Business ,Eco Plus,1361,2,2,2,3,3,2,3,3,3,5,4,3,4,3,28,21
dissatisfied,Male,loyal,45,Business ,Business,618,2,4,4,4,3,3,4,2,2,2,2,4,2,2,0,0
satisfied,Female,loyal,67,Personal ,Eco,1177,5,5,3,5,5,5,5,4,4,4,4,4,4,4,2,0
satisfied,Male,loyal,40,Business ,Business,2168,4,4,4,4,5,5,5,3,3,3,3,5,3,3,0,0
satisfied,Female,loyal,48,Business ,Business,550,4,4,4,4,5,5,4,4,4,4,4,4,4,3,18,45
dissatisfied,Female,loyal,33,Personal ,Eco,2791,4,4,5,5,3,5,4,3,3,3,5,5,4,3,38,20
dissatisfied,Male,loyal,39,Personal ,Eco,2907,3,5,3,2,1,3,1,1,5,5,4,3,4,1,0,13
dissatisfied,Male,loyal,15,Business ,Business,2255,2,4,4,4,2,3,2,2,3,1,4,1,3,2,0,0
dissatisfied,Male,loyal,11,Personal ,Eco,1705,2,4,2,3,3,2,3,3,4,1,4,4,3,3,0,0
dissatisfied,Male,loyal,32,Personal ,Eco,1333,1,5,1,2,2,1,2,2,4,3,4,5,5,2,0,14
dissatisfied,Female,disloyal,30,Business ,Eco,2351,3,3,3,4,1,3,1,1,3,1,3,3,4,1,130,117
satisfied,Female,loyal,33,Personal ,Eco,1682,1,1,1,1,4,4,5,4,4,5,4,3,4,3,0,6
dissatisfied,Female,loyal,46,Business ,Eco,2470,3,5,5,5,3,4,3,4,4,3,4,1,4,2,0,8
satisfied,Female,loyal,63,Personal ,Eco,1069,0,0,0,4,2,4,5,4,4,4,4,4,4,4,3,28
dissatisfied,Female,disloyal,35,Business ,Business,1680,3,3,3,4,1,3,1,1,3,3,3,1,4,1,83,86
satisfied,Female,loyal,39,Business ,Business,3634,1,1,1,1,2,4,5,4,4,4,4,4,4,4,3,5
satisfied,Female,loyal,16,Personal ,Eco,2964,0,4,0,1,4,3,5,1,1,0,1,1,1,5,1,0
dissatisfied,Female,loyal,56,Business ,Business,555,2,1,5,1,1,3,4,2,2,2,2,1,2,2,0,0
dissatisfied,Male,disloyal,65,Business ,Business,1832,4,4,4,3,3,4,3,3,5,2,5,4,5,3,0,0
satisfied,Male,loyal,61,Business ,Eco Plus,2695,4,2,2,2,4,4,4,4,4,4,5,5,5,4,0,0
dissatisfied,Female,disloyal,40,Business ,Business,1232,2,3,3,4,4,3,4,4,2,1,4,3,4,4,19,15
satisfied,Male,loyal,42,Business ,Business,1442,3,3,3,3,5,5,5,5,5,5,5,4,5,5,0,0
satisfied,Male,loyal,43,Business ,Business,916,2,2,2,2,4,4,5,5,5,5,5,3,5,5,0,0
dissatisfied,Male,loyal,66,Personal ,Eco,1480,4,2,4,3,1,4,1,1,4,3,3,4,4,1,5,0
dissatisfied,Male,loyal,47,Personal ,Eco,1112,3,4,3,3,5,3,5,5,3,4,4,5,5,5,0,3
satisfied,Female,loyal,36,Business ,Business,2211,4,4,4,4,4,5,5,4,4,4,4,5,4,4,0,0
dissatisfied,Male,disloyal,16,Business ,Eco,1282,3,2,3,2,4,3,4,4,1,3,2,3,3,4,34,24
satisfied,Male,loyal,54,Business ,Eco,1354,4,5,5,5,3,4,3,3,4,1,2,4,1,3,0,0
satisfied,Male,disloyal,22,Business ,Business,3826,4,0,4,3,4,1,1,4,2,3,4,1,5,1,0,11
satisfied,Male,loyal,39,Business ,Business,362,1,1,1,1,4,4,5,4,4,4,4,4,4,5,0,0
dissatisfied,Male,disloyal,39,Business ,Business,2100,1,2,2,3,3,2,3,3,5,1,2,3,5,3,46,86
dissatisfied,Male,loyal,45,Business ,Business,719,3,5,5,5,2,4,4,3,3,3,3,1,3,3,0,0
dissatisfied,Male,loyal,62,Business ,Business,3288,1,5,5,5,4,4,4,1,1,1,1,3,1,2,50,40
satisfied,Female,loyal,55,Business ,Business,3336,4,4,4,4,3,4,5,4,4,5,4,3,4,3,0,0
satisfied,Female,loyal,44,Business ,Business,3513,3,3,3,3,2,4,5,4,4,5,4,3,4,3,2,1
dissatisfied,Female,disloyal,73,Business ,Eco,1333,2,4,2,4,1,2,1,1,2,3,4,2,4,1,119,115
dissatisfied,Male,loyal,22,Personal ,Business,2029,3,5,3,1,2,3,2,2,3,4,4,4,5,2,0,0
satisfied,Female,loyal,41,Business ,Business,310,1,1,3,1,3,5,5,4,4,4,4,4,4,3,25,18
satisfied,Male,loyal,57,Business ,Business,790,2,2,2,2,4,4,4,4,4,4,4,5,4,5,0,0
dissatisfied,Male,loyal,52,Business ,Business,908,2,1,1,1,1,4,4,2,2,2,2,3,2,2,0,0
dissatisfied,Female,disloyal,11,Business ,Eco,1979,2,2,2,3,4,2,4,4,5,2,4,3,4,4,0,0
satisfied,Female,loyal,50,Business ,Business,735,4,4,4,4,2,4,5,4,4,4,4,3,4,4,44,21
satisfied,Female,loyal,34,Personal ,Eco,2118,0,0,0,4,3,5,4,4,4,4,4,4,4,4,3,0
satisfied,Male,loyal,72,Business ,Business,2873,2,2,2,2,4,1,1,4,4,4,4,2,4,4,0,5
satisfied,Female,loyal,49,Business ,Business,276,2,2,2,2,3,5,5,5,5,5,5,3,5,5,8,0
